ROI,Subject,Effect, LocalizerSize,EffectSize
LIFGorb,522_FED_20161228e_3T2_PL2017,DiffAll, 37,-0.425142
LIFGorb,522_FED_20161228e_3T2_PL2017,Cont, 37,-0.183855
LIFGorb,522_FED_20161228e_3T2_PL2017,DiffAll-Cont, 37,-0.241287
LIFGorb,522_FED_20161228e_3T2_PL2017,SameMan-Cont, 37,-0.608037
LIFGorb,522_FED_20161228e_3T2_PL2017,SamePath-Cont, 37,0.002489
LIFGorb,522_FED_20161228e_3T2_PL2017,SameAg-Cont, 37,0.602275
LIFGorb,522_FED_20161228e_3T2_PL2017,SameAll-Cont, 37,0.779996
LIFGorb,522_FED_20161228e_3T2_PL2017,All-Cont, 37,0.107087
LIFGorb,522_FED_20161228e_3T2_PL2017,DiffAll-SameAll, 37,-1.021283
LIFGorb,522_FED_20161228e_3T2_PL2017,DiffAll-SameMan, 37,0.366750
LIFGorb,522_FED_20161228e_3T2_PL2017,DiffAll-SamePath, 37,-0.243775
LIFGorb,522_FED_20161228e_3T2_PL2017,DiffAll-SameAg, 37,-0.843562
LIFGorb,522_FED_20161228e_3T2_PL2017,SameMan-SameAll, 37,-1.388033
LIFGorb,522_FED_20161228e_3T2_PL2017,SamePath-SameAll, 37,-0.777508
LIFGorb,522_FED_20161228e_3T2_PL2017,SameAg-SameAll, 37,-0.177721
LIFGorb,516_FED_20161217a_3T2_PL2017,SameAll, 37,-0.374238
LIFGorb,516_FED_20161217a_3T2_PL2017,SameMan, 37,-0.538866
LIFGorb,516_FED_20161217a_3T2_PL2017,SamePath, 37,0.262519
LIFGorb,516_FED_20161217a_3T2_PL2017,SameAg, 37,0.186525
LIFGorb,516_FED_20161217a_3T2_PL2017,DiffAll, 37,-0.628489
LIFGorb,516_FED_20161217a_3T2_PL2017,Cont, 37,-1.769510
LIFGorb,516_FED_20161217a_3T2_PL2017,DiffAll-Cont, 37,1.141021
LIFGorb,516_FED_20161217a_3T2_PL2017,SameMan-Cont, 37,1.230644
LIFGorb,516_FED_20161217a_3T2_PL2017,SamePath-Cont, 37,2.032029
LIFGorb,516_FED_20161217a_3T2_PL2017,SameAg-Cont, 37,1.956035
LIFGorb,516_FED_20161217a_3T2_PL2017,SameAll-Cont, 37,1.395272
LIFGorb,516_FED_20161217a_3T2_PL2017,All-Cont, 37,1.551000
LIFGorb,516_FED_20161217a_3T2_PL2017,DiffAll-SameAll, 37,-0.254251
LIFGorb,516_FED_20161217a_3T2_PL2017,DiffAll-SameMan, 37,-0.089623
LIFGorb,516_FED_20161217a_3T2_PL2017,DiffAll-SamePath, 37,-0.891008
LIFGorb,516_FED_20161217a_3T2_PL2017,DiffAll-SameAg, 37,-0.815014
LIFGorb,516_FED_20161217a_3T2_PL2017,SameMan-SameAll, 37,-0.164628
LIFGorb,516_FED_20161217a_3T2_PL2017,SamePath-SameAll, 37,0.636758
LIFGorb,516_FED_20161217a_3T2_PL2017,SameAg-SameAll, 37,0.560763
LIFGorb,426_FED_20161215c_3T2_PL2017,SameAll, 37,-1.256633
LIFGorb,426_FED_20161215c_3T2_PL2017,SameMan, 37,-1.122346
LIFGorb,426_FED_20161215c_3T2_PL2017,SamePath, 37,0.048254
LIFGorb,426_FED_20161215c_3T2_PL2017,SameAg, 37,-0.999670
LIFGorb,426_FED_20161215c_3T2_PL2017,DiffAll, 37,-0.930171
LIFGorb,426_FED_20161215c_3T2_PL2017,Cont, 37,-0.078165
LIFGorb,426_FED_20161215c_3T2_PL2017,DiffAll-Cont, 37,-0.852006
LIFGorb,426_FED_20161215c_3T2_PL2017,SameMan-Cont, 37,-1.044181
LIFGorb,426_FED_20161215c_3T2_PL2017,SamePath-Cont, 37,0.126419
LIFGorb,426_FED_20161215c_3T2_PL2017,SameAg-Cont, 37,-0.921505
LIFGorb,426_FED_20161215c_3T2_PL2017,SameAll-Cont, 37,-1.178468
LIFGorb,426_FED_20161215c_3T2_PL2017,All-Cont, 37,-0.773948
LIFGorb,426_FED_20161215c_3T2_PL2017,DiffAll-SameAll, 37,0.326462
LIFGorb,426_FED_20161215c_3T2_PL2017,DiffAll-SameMan, 37,0.192174
LIFGorb,426_FED_20161215c_3T2_PL2017,DiffAll-SamePath, 37,-0.978425
LIFGorb,426_FED_20161215c_3T2_PL2017,DiffAll-SameAg, 37,0.069499
LIFGorb,426_FED_20161215c_3T2_PL2017,SameMan-SameAll, 37,0.134287
LIFGorb,426_FED_20161215c_3T2_PL2017,SamePath-SameAll, 37,1.304887
LIFGorb,426_FED_20161215c_3T2_PL2017,SameAg-SameAll, 37,0.256963
LIFG,334_FED_20161221a_3T2_PL2017,SameAll, 74,0.408081
LIFG,334_FED_20161221a_3T2_PL2017,SameMan, 74,-0.774321
LIFG,334_FED_20161221a_3T2_PL2017,SamePath, 74,0.478137
LIFG,334_FED_20161221a_3T2_PL2017,SameAg, 74,0.123876
LIFG,334_FED_20161221a_3T2_PL2017,DiffAll, 74,0.803502
LIFG,334_FED_20161221a_3T2_PL2017,Cont, 74,0.870186
LIFG,334_FED_20161221a_3T2_PL2017,DiffAll-Cont, 74,-0.066683
LIFG,334_FED_20161221a_3T2_PL2017,SameMan-Cont, 74,-1.644507
LIFG,334_FED_20161221a_3T2_PL2017,SamePath-Cont, 74,-0.392049
LIFG,334_FED_20161221a_3T2_PL2017,SameAg-Cont, 74,-0.746310
LIFG,334_FED_20161221a_3T2_PL2017,SameAll-Cont, 74,-0.462105
LIFG,334_FED_20161221a_3T2_PL2017,All-Cont, 74,-0.662331
LIFG,334_FED_20161221a_3T2_PL2017,DiffAll-SameAll, 74,0.395421
LIFG,334_FED_20161221a_3T2_PL2017,DiffAll-SameMan, 74,1.577824
LIFG,334_FED_20161221a_3T2_PL2017,DiffAll-SamePath, 74,0.325365
LIFG,334_FED_20161221a_3T2_PL2017,DiffAll-SameAg, 74,0.679626
LIFG,334_FED_20161221a_3T2_PL2017,SameMan-SameAll, 74,-1.182402
LIFG,334_FED_20161221a_3T2_PL2017,SamePath-SameAll, 74,0.070056
LIFG,334_FED_20161221a_3T2_PL2017,SameAg-SameAll, 74,-0.284205
LIFG,479_FED_20161228d_3T2_PL2017,SameAll, 74,0.332848
LIFG,479_FED_20161228d_3T2_PL2017,SameMan, 74,-0.075635
LIFG,479_FED_20161228d_3T2_PL2017,SamePath, 74,0.135154
LIFG,479_FED_20161228d_3T2_PL2017,SameAg, 74,0.729465
LIFG,479_FED_20161228d_3T2_PL2017,DiffAll, 74,-0.224026
LIFG,479_FED_20161228d_3T2_PL2017,Cont, 74,-0.381399
LIFG,479_FED_20161228d_3T2_PL2017,DiffAll-Cont, 74,0.157373
LIFG,479_FED_20161228d_3T2_PL2017,SameMan-Cont, 74,0.305764
LIFG,479_FED_20161228d_3T2_PL2017,SamePath-Cont, 74,0.516553
LIFG,479_FED_20161228d_3T2_PL2017,SameAg-Cont, 74,1.110864
LIFG,479_FED_20161228d_3T2_PL2017,SameAll-Cont, 74,0.714247
LIFG,479_FED_20161228d_3T2_PL2017,All-Cont, 74,0.560960
LIFG,479_FED_20161228d_3T2_PL2017,DiffAll-SameAll, 74,-0.556874
LIFG,479_FED_20161228d_3T2_PL2017,DiffAll-SameMan, 74,-0.148392
LIFG,479_FED_20161228d_3T2_PL2017,DiffAll-SamePath, 74,-0.359180
LIFG,479_FED_20161228d_3T2_PL2017,DiffAll-SameAg, 74,-0.953491
LIFG,479_FED_20161228d_3T2_PL2017,SameMan-SameAll, 74,-0.408483
LIFG,479_FED_20161228d_3T2_PL2017,SamePath-SameAll, 74,-0.197694
LIFG,479_FED_20161228d_3T2_PL2017,SameAg-SameAll, 74,0.396617
LIFG,522_FED_20161228e_3T2_PL2017,SameAll, 74,0.292979
LIFG,522_FED_20161228e_3T2_PL2017,SameMan, 74,-0.765247
LIFG,522_FED_20161228e_3T2_PL2017,SamePath, 74,-0.136602
LIFG,522_FED_20161228e_3T2_PL2017,SameAg, 74,0.158255
LIFG,522_FED_20161228e_3T2_PL2017,DiffAll, 74,-0.176666
LIFG,522_FED_20161228e_3T2_PL2017,Cont, 74,0.675639
LIFG,522_FED_20161228e_3T2_PL2017,DiffAll-Cont, 74,-0.852305
LIFG,522_FED_20161228e_3T2_PL2017,SameMan-Cont, 74,-1.440885
LIFG,522_FED_20161228e_3T2_PL2017,SamePath-Cont, 74,-0.812241
LIFG,522_FED_20161228e_3T2_PL2017,SameAg-Cont, 74,-0.517384
LIFG,522_FED_20161228e_3T2_PL2017,SameAll-Cont, 74,-0.382660
LIFG,522_FED_20161228e_3T2_PL2017,All-Cont, 74,-0.801095
LIFG,522_FED_20161228e_3T2_PL2017,DiffAll-SameAll, 74,-0.469645
LIFG,522_FED_20161228e_3T2_PL2017,DiffAll-SameMan, 74,0.588581
LIFG,522_FED_20161228e_3T2_PL2017,DiffAll-SamePath, 74,-0.040064
LIFG,522_FED_20161228e_3T2_PL2017,DiffAll-SameAg, 74,-0.334921
LIFG,522_FED_20161228e_3T2_PL2017,SameMan-SameAll, 74,-1.058226
LIFG,522_FED_20161228e_3T2_PL2017,SamePath-SameAll, 74,-0.429581
LIFG,522_FED_20161228e_3T2_PL2017,SameAg-SameAll, 74,-0.134724
LIFG,516_FED_20161217a_3T2_PL2017,SameAll, 74,-0.161666
LIFG,516_FED_20161217a_3T2_PL2017,SameMan, 74,-0.024665
LIFG,516_FED_20161217a_3T2_PL2017,SamePath, 74,0.291328
LIFG,516_FED_20161217a_3T2_PL2017,SameAg, 74,0.595708
LIFG,516_FED_20161217a_3T2_PL2017,DiffAll, 74,-0.699926
LIFG,516_FED_20161217a_3T2_PL2017,Cont, 74,-1.507474
LIFG,516_FED_20161217a_3T2_PL2017,DiffAll-Cont, 74,0.807547
LIFG,516_FED_20161217a_3T2_PL2017,SameMan-Cont, 74,1.482808
LIFG,516_FED_20161217a_3T2_PL2017,SamePath-Cont, 74,1.798802
LIFG,516_FED_20161217a_3T2_PL2017,SameAg-Cont, 74,2.103181
LIFG,516_FED_20161217a_3T2_PL2017,SameAll-Cont, 74,1.345808
LIFG,516_FED_20161217a_3T2_PL2017,All-Cont, 74,1.507629
LIFG,516_FED_20161217a_3T2_PL2017,DiffAll-SameAll, 74,-0.538261
LIFG,516_FED_20161217a_3T2_PL2017,DiffAll-SameMan, 74,-0.675261
LIFG,516_FED_20161217a_3T2_PL2017,DiffAll-SamePath, 74,-0.991254
LIFG,516_FED_20161217a_3T2_PL2017,DiffAll-SameAg, 74,-1.295634
LIFG,516_FED_20161217a_3T2_PL2017,SameMan-SameAll, 74,0.137000
LIFG,516_FED_20161217a_3T2_PL2017,SamePath-SameAll, 74,0.452994
LIFG,516_FED_20161217a_3T2_PL2017,SameAg-SameAll, 74,0.757373
LIFG,426_FED_20161215c_3T2_PL2017,SameAll, 74,-0.798034
LIFG,426_FED_20161215c_3T2_PL2017,SameMan, 74,-0.947060
LIFG,426_FED_20161215c_3T2_PL2017,SamePath, 74,-0.639301
LIFG,426_FED_20161215c_3T2_PL2017,SameAg, 74,-0.407571
LIFG,426_FED_20161215c_3T2_PL2017,DiffAll, 74,-0.682519
LIFG,426_FED_20161215c_3T2_PL2017,Cont, 74,0.523369
LIFG,426_FED_20161215c_3T2_PL2017,DiffAll-Cont, 74,-1.205888
LIFG,426_FED_20161215c_3T2_PL2017,SameMan-Cont, 74,-1.470430
LIFG,426_FED_20161215c_3T2_PL2017,SamePath-Cont, 74,-1.162670
LIFG,426_FED_20161215c_3T2_PL2017,SameAg-Cont, 74,-0.930940
LIFG,426_FED_20161215c_3T2_PL2017,SameAll-Cont, 74,-1.321403
LIFG,426_FED_20161215c_3T2_PL2017,All-Cont, 74,-1.218266
LIFG,426_FED_20161215c_3T2_PL2017,DiffAll-SameAll, 74,0.115515
LIFG,426_FED_20161215c_3T2_PL2017,DiffAll-SameMan, 74,0.264541
LIFG,426_FED_20161215c_3T2_PL2017,DiffAll-SamePath, 74,-0.043218
LIFG,426_FED_20161215c_3T2_PL2017,DiffAll-SameAg, 74,-0.274948
LIFG,426_FED_20161215c_3T2_PL2017,SameMan-SameAll, 74,-0.149026
LIFG,426_FED_20161215c_3T2_PL2017,SamePath-SameAll, 74,0.158733
LIFG,426_FED_20161215c_3T2_PL2017,SameAg-SameAll, 74,0.390463
LMFG,334_FED_20161221a_3T2_PL2017,SameAll, 46,0.419329
LMFG,334_FED_20161221a_3T2_PL2017,SameMan, 46,-0.364326
LMFG,334_FED_20161221a_3T2_PL2017,SamePath, 46,0.552613
LMFG,334_FED_20161221a_3T2_PL2017,SameAg, 46,0.432667
LMFG,334_FED_20161221a_3T2_PL2017,DiffAll, 46,0.640392
LMFG,334_FED_20161221a_3T2_PL2017,Cont, 46,1.089653
LMFG,334_FED_20161221a_3T2_PL2017,DiffAll-Cont, 46,-0.449262
LMFG,334_FED_20161221a_3T2_PL2017,SameMan-Cont, 46,-1.453980
LMFG,334_FED_20161221a_3T2_PL2017,SamePath-Cont, 46,-0.537041
LMFG,334_FED_20161221a_3T2_PL2017,SameAg-Cont, 46,-0.656986
LMFG,334_FED_20161221a_3T2_PL2017,SameAll-Cont, 46,-0.670324
LMFG,334_FED_20161221a_3T2_PL2017,All-Cont, 46,-0.753519
LMFG,334_FED_20161221a_3T2_PL2017,DiffAll-SameAll, 46,0.221063
LMFG,334_FED_20161221a_3T2_PL2017,DiffAll-SameMan, 46,1.004718
LMFG,334_FED_20161221a_3T2_PL2017,DiffAll-SamePath, 46,0.087779
LMFG,334_FED_20161221a_3T2_PL2017,DiffAll-SameAg, 46,0.207725
LMFG,334_FED_20161221a_3T2_PL2017,SameMan-SameAll, 46,-0.783655
LMFG,334_FED_20161221a_3T2_PL2017,SamePath-SameAll, 46,0.133284
LMFG,334_FED_20161221a_3T2_PL2017,SameAg-SameAll, 46,0.013338
LMFG,479_FED_20161228d_3T2_PL2017,SameAll, 46,-0.139177
LMFG,479_FED_20161228d_3T2_PL2017,SameMan, 46,0.210925
LMFG,479_FED_20161228d_3T2_PL2017,SamePath, 46,0.297516
LMFG,479_FED_20161228d_3T2_PL2017,SameAg, 46,0.486853
LMFG,479_FED_20161228d_3T2_PL2017,DiffAll, 46,-0.088843
LMFG,479_FED_20161228d_3T2_PL2017,Cont, 46,-0.122837
LMFG,479_FED_20161228d_3T2_PL2017,DiffAll-Cont, 46,0.033994
LMFG,479_FED_20161228d_3T2_PL2017,SameMan-Cont, 46,0.333763
LMFG,479_FED_20161228d_3T2_PL2017,SamePath-Cont, 46,0.420354
LMFG,479_FED_20161228d_3T2_PL2017,SameAg-Cont, 46,0.609691
LMFG,479_FED_20161228d_3T2_PL2017,SameAll-Cont, 46,-0.016340
LMFG,479_FED_20161228d_3T2_PL2017,All-Cont, 46,0.276292
LMFG,479_FED_20161228d_3T2_PL2017,DiffAll-SameAll, 46,0.050333
LMFG,479_FED_20161228d_3T2_PL2017,DiffAll-SameMan, 46,-0.299769
LMFG,479_FED_20161228d_3T2_PL2017,DiffAll-SamePath, 46,-0.386360
LMFG,479_FED_20161228d_3T2_PL2017,DiffAll-SameAg, 46,-0.575697
LMFG,479_FED_20161228d_3T2_PL2017,SameMan-SameAll, 46,0.350102
LMFG,479_FED_20161228d_3T2_PL2017,SamePath-SameAll, 46,0.436693
LMFG,479_FED_20161228d_3T2_PL2017,SameAg-SameAll, 46,0.626030
LMFG,522_FED_20161228e_3T2_PL2017,SameAll, 46,-0.036546
LMFG,522_FED_20161228e_3T2_PL2017,SameMan, 46,-0.594675
LMFG,522_FED_20161228e_3T2_PL2017,SamePath, 46,-0.190714
LMFG,522_FED_20161228e_3T2_PL2017,SameAg, 46,-0.037175
LMFG,522_FED_20161228e_3T2_PL2017,DiffAll, 46,-0.109111
LMFG,522_FED_20161228e_3T2_PL2017,Cont, 46,0.440239
LMFG,522_FED_20161228e_3T2_PL2017,DiffAll-Cont, 46,-0.549350
LMFG,522_FED_20161228e_3T2_PL2017,SameMan-Cont, 46,-1.034914
LMFG,522_FED_20161228e_3T2_PL2017,SamePath-Cont, 46,-0.630953
LMFG,522_FED_20161228e_3T2_PL2017,SameAg-Cont, 46,-0.477414
LMFG,522_FED_20161228e_3T2_PL2017,SameAll-Cont, 46,-0.476785
LMFG,522_FED_20161228e_3T2_PL2017,All-Cont, 46,-0.633883
LMFG,522_FED_20161228e_3T2_PL2017,DiffAll-SameAll, 46,-0.072566
LMFG,522_FED_20161228e_3T2_PL2017,DiffAll-SameMan, 46,0.485564
LMFG,522_FED_20161228e_3T2_PL2017,DiffAll-SamePath, 46,0.081603
LMFG,522_FED_20161228e_3T2_PL2017,DiffAll-SameAg, 46,-0.071937
LMFG,522_FED_20161228e_3T2_PL2017,SameMan-SameAll, 46,-0.558129
LMFG,522_FED_20161228e_3T2_PL2017,SamePath-SameAll, 46,-0.154168
LMFG,522_FED_20161228e_3T2_PL2017,SameAg-SameAll, 46,-0.000629
LMFG,516_FED_20161217a_3T2_PL2017,SameAll, 46,-0.033631
LMFG,516_FED_20161217a_3T2_PL2017,SameMan, 46,-0.266267
LMFG,516_FED_20161217a_3T2_PL2017,SamePath, 46,0.002079
LMFG,516_FED_20161217a_3T2_PL2017,SameAg, 46,0.804499
LMFG,516_FED_20161217a_3T2_PL2017,DiffAll, 46,-0.531916
LMFG,516_FED_20161217a_3T2_PL2017,Cont, 46,-1.003446
LMFG,516_FED_20161217a_3T2_PL2017,DiffAll-Cont, 46,0.471530
LMFG,516_FED_20161217a_3T2_PL2017,SameMan-Cont, 46,0.737178
LMFG,516_FED_20161217a_3T2_PL2017,SamePath-Cont, 46,1.005524
LMFG,516_FED_20161217a_3T2_PL2017,SameAg-Cont, 46,1.807944
LMFG,516_FED_20161217a_3T2_PL2017,SameAll-Cont, 46,0.969815
LMFG,516_FED_20161217a_3T2_PL2017,All-Cont, 46,0.998398
LMFG,516_FED_20161217a_3T2_PL2017,DiffAll-SameAll, 46,-0.498285
LMFG,516_FED_20161217a_3T2_PL2017,DiffAll-SameMan, 46,-0.265648
LMFG,516_FED_20161217a_3T2_PL2017,DiffAll-SamePath, 46,-0.533994
LMFG,516_FED_20161217a_3T2_PL2017,DiffAll-SameAg, 46,-1.336414
LMFG,516_FED_20161217a_3T2_PL2017,SameMan-SameAll, 46,-0.232636
LMFG,516_FED_20161217a_3T2_PL2017,SamePath-SameAll, 46,0.035710
LMFG,516_FED_20161217a_3T2_PL2017,SameAg-SameAll, 46,0.838130
LMFG,426_FED_20161215c_3T2_PL2017,SameAll, 46,-0.408656
LMFG,426_FED_20161215c_3T2_PL2017,SameMan, 46,-0.786537
LMFG,426_FED_20161215c_3T2_PL2017,SamePath, 46,-0.757019
LMFG,426_FED_20161215c_3T2_PL2017,SameAg, 46,0.480077
LMFG,426_FED_20161215c_3T2_PL2017,DiffAll, 46,-0.471299
LMFG,426_FED_20161215c_3T2_PL2017,Cont, 46,-0.212643
LMFG,426_FED_20161215c_3T2_PL2017,DiffAll-Cont, 46,-0.258656
LMFG,426_FED_20161215c_3T2_PL2017,SameMan-Cont, 46,-0.573894
LMFG,426_FED_20161215c_3T2_PL2017,SamePath-Cont, 46,-0.544376
LMFG,426_FED_20161215c_3T2_PL2017,SameAg-Cont, 46,0.692720
LMFG,426_FED_20161215c_3T2_PL2017,SameAll-Cont, 46,-0.196013
LMFG,426_FED_20161215c_3T2_PL2017,All-Cont, 46,-0.176044
LMFG,426_FED_20161215c_3T2_PL2017,DiffAll-SameAll, 46,-0.062642
LMFG,426_FED_20161215c_3T2_PL2017,DiffAll-SameMan, 46,0.315239
LMFG,426_FED_20161215c_3T2_PL2017,DiffAll-SamePath, 46,0.285720
LMFG,426_FED_20161215c_3T2_PL2017,DiffAll-SameAg, 46,-0.951375
LMFG,426_FED_20161215c_3T2_PL2017,SameMan-SameAll, 46,-0.377881
LMFG,426_FED_20161215c_3T2_PL2017,SamePath-SameAll, 46,-0.348363
LMFG,426_FED_20161215c_3T2_PL2017,SameAg-SameAll, 46,0.888733
LAntTemp,334_FED_20161221a_3T2_PL2017,SameAll, 162,-0.269889
LAntTemp,334_FED_20161221a_3T2_PL2017,SameMan, 162,-0.789137
LAntTemp,334_FED_20161221a_3T2_PL2017,SamePath, 162,-0.482070
LAntTemp,334_FED_20161221a_3T2_PL2017,SameAg, 162,-0.166335
LAntTemp,334_FED_20161221a_3T2_PL2017,DiffAll, 162,-0.783938
LAntTemp,334_FED_20161221a_3T2_PL2017,Cont, 162,-1.012208
LAntTemp,334_FED_20161221a_3T2_PL2017,DiffAll-Cont, 162,0.228270
LAntTemp,334_FED_20161221a_3T2_PL2017,SameMan-Cont, 162,0.223071
LAntTemp,334_FED_20161221a_3T2_PL2017,SamePath-Cont, 162,0.530138
LAntTemp,334_FED_20161221a_3T2_PL2017,SameAg-Cont, 162,0.845872
LAntTemp,334_FED_20161221a_3T2_PL2017,SameAll-Cont, 162,0.742318
LAntTemp,334_FED_20161221a_3T2_PL2017,All-Cont, 162,0.513934
LAntTemp,334_FED_20161221a_3T2_PL2017,DiffAll-SameAll, 162,-0.514049
LAntTemp,334_FED_20161221a_3T2_PL2017,DiffAll-SameMan, 162,0.005199
LAntTemp,334_FED_20161221a_3T2_PL2017,DiffAll-SamePath, 162,-0.301868
LAntTemp,334_FED_20161221a_3T2_PL2017,DiffAll-SameAg, 162,-0.617603
LAntTemp,334_FED_20161221a_3T2_PL2017,SameMan-SameAll, 162,-0.519247
LAntTemp,334_FED_20161221a_3T2_PL2017,SamePath-SameAll, 162,-0.212180
LAntTemp,334_FED_20161221a_3T2_PL2017,SameAg-SameAll, 162,0.103554
LAntTemp,479_FED_20161228d_3T2_PL2017,SameAll, 162,0.486559
LAntTemp,479_FED_20161228d_3T2_PL2017,SameMan, 162,0.216349
LAntTemp,479_FED_20161228d_3T2_PL2017,SamePath, 162,0.264364
LAntTemp,479_FED_20161228d_3T2_PL2017,SameAg, 162,0.348532
LAntTemp,479_FED_20161228d_3T2_PL2017,DiffAll, 162,-0.064514
LAntTemp,479_FED_20161228d_3T2_PL2017,Cont, 162,0.070215
LAntTemp,479_FED_20161228d_3T2_PL2017,DiffAll-Cont, 162,-0.134729
LAntTemp,479_FED_20161228d_3T2_PL2017,SameMan-Cont, 162,0.146134
LAntTemp,479_FED_20161228d_3T2_PL2017,SamePath-Cont, 162,0.194149
LAntTemp,479_FED_20161228d_3T2_PL2017,SameAg-Cont, 162,0.278317
LAntTemp,479_FED_20161228d_3T2_PL2017,SameAll-Cont, 162,0.416344
LAntTemp,479_FED_20161228d_3T2_PL2017,All-Cont, 162,0.180043
LAntTemp,479_FED_20161228d_3T2_PL2017,DiffAll-SameAll, 162,-0.551073
LAntTemp,479_FED_20161228d_3T2_PL2017,DiffAll-SameMan, 162,-0.280863
LAntTemp,479_FED_20161228d_3T2_PL2017,DiffAll-SamePath, 162,-0.328878
LAntTemp,479_FED_20161228d_3T2_PL2017,DiffAll-SameAg, 162,-0.413046
LAntTemp,479_FED_20161228d_3T2_PL2017,SameMan-SameAll, 162,-0.270210
LAntTemp,479_FED_20161228d_3T2_PL2017,SamePath-SameAll, 162,-0.222195
LAntTemp,479_FED_20161228d_3T2_PL2017,SameAg-SameAll, 162,-0.138027
LAntTemp,522_FED_20161228e_3T2_PL2017,SameAll, 162,0.135673
LAntTemp,522_FED_20161228e_3T2_PL2017,SameMan, 162,-0.097161
LAntTemp,522_FED_20161228e_3T2_PL2017,SamePath, 162,0.024964
LAntTemp,522_FED_20161228e_3T2_PL2017,SameAg, 162,0.039739
LAntTemp,522_FED_20161228e_3T2_PL2017,DiffAll, 162,0.043847
LAntTemp,522_FED_20161228e_3T2_PL2017,Cont, 162,0.169727
LAntTemp,522_FED_20161228e_3T2_PL2017,DiffAll-Cont, 162,-0.125879
LAntTemp,522_FED_20161228e_3T2_PL2017,SameMan-Cont, 162,-0.266888
LAntTemp,522_FED_20161228e_3T2_PL2017,SamePath-Cont, 162,-0.144763
LAntTemp,522_FED_20161228e_3T2_PL2017,SameAg-Cont, 162,-0.129988
LAntTemp,522_FED_20161228e_3T2_PL2017,SameAll-Cont, 162,-0.034054
LAntTemp,522_FED_20161228e_3T2_PL2017,All-Cont, 162,-0.140314
