"ROIName","Subject","Contrast","nVoxels","SignalChange"
7,"522_FED_20161228e_3T2_PL2017","SameAg-SameAll",352,-0.247828
7,"516_FED_20161217a_3T2_PL2017","SameAll",352,0.232361
7,"516_FED_20161217a_3T2_PL2017","SameMan",352,0.267977
7,"516_FED_20161217a_3T2_PL2017","SamePath",352,0.285331
7,"516_FED_20161217a_3T2_PL2017","SameAg",352,0.566285
7,"516_FED_20161217a_3T2_PL2017","DiffAll",352,0.39465
7,"516_FED_20161217a_3T2_PL2017","Cont",352,0.46523
7,"516_FED_20161217a_3T2_PL2017","DiffAll-Cont",352,-0.07058
7,"516_FED_20161217a_3T2_PL2017","SameMan-Cont",352,-0.197253
7,"516_FED_20161217a_3T2_PL2017","SamePath-Cont",352,-0.179898
7,"516_FED_20161217a_3T2_PL2017","SameAg-Cont",352,0.101055
7,"516_FED_20161217a_3T2_PL2017","SameAll-Cont",352,-0.232869
7,"516_FED_20161217a_3T2_PL2017","All-Cont",352,-0.115909
7,"516_FED_20161217a_3T2_PL2017","DiffAll-SameAll",352,0.162289
7,"516_FED_20161217a_3T2_PL2017","DiffAll-SameMan",352,0.126673
7,"516_FED_20161217a_3T2_PL2017","DiffAll-SamePath",352,0.109318
7,"516_FED_20161217a_3T2_PL2017","DiffAll-SameAg",352,-0.171636
7,"516_FED_20161217a_3T2_PL2017","SameMan-SameAll",352,0.035616
7,"516_FED_20161217a_3T2_PL2017","SamePath-SameAll",352,0.05297
7,"516_FED_20161217a_3T2_PL2017","SameAg-SameAll",352,0.333924
7,"424_FED_20161228c_3T2_PL2017","SameAll",352,-0.585358
7,"424_FED_20161228c_3T2_PL2017","SameMan",352,0.085197
7,"424_FED_20161228c_3T2_PL2017","SamePath",352,-0.091536
7,"424_FED_20161228c_3T2_PL2017","SameAg",352,-0.11466
7,"424_FED_20161228c_3T2_PL2017","DiffAll",352,-0.385673
7,"424_FED_20161228c_3T2_PL2017","Cont",352,-0.601371
7,"424_FED_20161228c_3T2_PL2017","DiffAll-Cont",352,0.215698
7,"424_FED_20161228c_3T2_PL2017","SameMan-Cont",352,0.686568
7,"424_FED_20161228c_3T2_PL2017","SamePath-Cont",352,0.509834
7,"424_FED_20161228c_3T2_PL2017","SameAg-Cont",352,0.48671
7,"424_FED_20161228c_3T2_PL2017","SameAll-Cont",352,0.016013
7,"424_FED_20161228c_3T2_PL2017","All-Cont",352,0.382965
7,"424_FED_20161228c_3T2_PL2017","DiffAll-SameAll",352,0.199685
7,"424_FED_20161228c_3T2_PL2017","DiffAll-SameMan",352,-0.47087
7,"424_FED_20161228c_3T2_PL2017","DiffAll-SamePath",352,-0.294136
7,"424_FED_20161228c_3T2_PL2017","DiffAll-SameAg",352,-0.271012
7,"424_FED_20161228c_3T2_PL2017","SameMan-SameAll",352,0.670555
7,"424_FED_20161228c_3T2_PL2017","SamePath-SameAll",352,0.493821
7,"424_FED_20161228c_3T2_PL2017","SameAg-SameAll",352,0.470698
7,"426_FED_20161215c_3T2_PL2017","SameAll",352,0.056899
7,"426_FED_20161215c_3T2_PL2017","SameMan",352,-0.645271
7,"426_FED_20161215c_3T2_PL2017","SamePath",352,-0.904244
7,"426_FED_20161215c_3T2_PL2017","SameAg",352,0.060157
7,"426_FED_20161215c_3T2_PL2017","DiffAll",352,-0.189655
7,"426_FED_20161215c_3T2_PL2017","Cont",352,0.088886
7,"426_FED_20161215c_3T2_PL2017","DiffAll-Cont",352,-0.278541
7,"426_FED_20161215c_3T2_PL2017","SameMan-Cont",352,-0.734157
7,"426_FED_20161215c_3T2_PL2017","SamePath-Cont",352,-0.99313
7,"426_FED_20161215c_3T2_PL2017","SameAg-Cont",352,-0.028729
7,"426_FED_20161215c_3T2_PL2017","SameAll-Cont",352,-0.031987
7,"426_FED_20161215c_3T2_PL2017","All-Cont",352,-0.413309
7,"426_FED_20161215c_3T2_PL2017","DiffAll-SameAll",352,-0.246554
7,"426_FED_20161215c_3T2_PL2017","DiffAll-SameMan",352,0.455616
7,"426_FED_20161215c_3T2_PL2017","DiffAll-SamePath",352,0.714589
7,"426_FED_20161215c_3T2_PL2017","DiffAll-SameAg",352,-0.249812
7,"426_FED_20161215c_3T2_PL2017","SameMan-SameAll",352,-0.70217
7,"426_FED_20161215c_3T2_PL2017","SamePath-SameAll",352,-0.961143
7,"426_FED_20161215c_3T2_PL2017","SameAg-SameAll",352,0.003258
8,"334_FED_20161221a_3T2_PL2017","SameAll",338,-0.040916
8,"334_FED_20161221a_3T2_PL2017","SameMan",338,0.899694
8,"334_FED_20161221a_3T2_PL2017","SamePath",338,0.328446
8,"334_FED_20161221a_3T2_PL2017","SameAg",338,0.076187
8,"334_FED_20161221a_3T2_PL2017","DiffAll",338,0.845977
8,"334_FED_20161221a_3T2_PL2017","Cont",338,1.587944
8,"334_FED_20161221a_3T2_PL2017","DiffAll-Cont",338,-0.741967
8,"334_FED_20161221a_3T2_PL2017","SameMan-Cont",338,-0.68825
8,"334_FED_20161221a_3T2_PL2017","SamePath-Cont",338,-1.259498
8,"334_FED_20161221a_3T2_PL2017","SameAg-Cont",338,-1.511757
8,"334_FED_20161221a_3T2_PL2017","SameAll-Cont",338,-1.62886
8,"334_FED_20161221a_3T2_PL2017","All-Cont",338,-1.166066
8,"334_FED_20161221a_3T2_PL2017","DiffAll-SameAll",338,0.886892
8,"334_FED_20161221a_3T2_PL2017","DiffAll-SameMan",338,-0.053717
8,"334_FED_20161221a_3T2_PL2017","DiffAll-SamePath",338,0.517531
8,"334_FED_20161221a_3T2_PL2017","DiffAll-SameAg",338,0.76979
8,"334_FED_20161221a_3T2_PL2017","SameMan-SameAll",338,0.94061
8,"334_FED_20161221a_3T2_PL2017","SamePath-SameAll",338,0.369362
8,"334_FED_20161221a_3T2_PL2017","SameAg-SameAll",338,0.117103
8,"479_FED_20161228d_3T2_PL2017","SameAll",338,-0.231298
8,"479_FED_20161228d_3T2_PL2017","SameMan",338,-0.13552
8,"479_FED_20161228d_3T2_PL2017","SamePath",338,0.02793
8,"479_FED_20161228d_3T2_PL2017","SameAg",338,0.601547
8,"479_FED_20161228d_3T2_PL2017","DiffAll",338,-0.37233
8,"479_FED_20161228d_3T2_PL2017","Cont",338,-0.519991
8,"479_FED_20161228d_3T2_PL2017","DiffAll-Cont",338,0.147661
8,"479_FED_20161228d_3T2_PL2017","SameMan-Cont",338,0.384471
8,"479_FED_20161228d_3T2_PL2017","SamePath-Cont",338,0.547921
8,"479_FED_20161228d_3T2_PL2017","SameAg-Cont",338,1.121538
8,"479_FED_20161228d_3T2_PL2017","SameAll-Cont",338,0.288693
8,"479_FED_20161228d_3T2_PL2017","All-Cont",338,0.498057
8,"479_FED_20161228d_3T2_PL2017","DiffAll-SameAll",338,-0.141032
8,"479_FED_20161228d_3T2_PL2017","DiffAll-SameMan",338,-0.23681
8,"479_FED_20161228d_3T2_PL2017","DiffAll-SamePath",338,-0.40026
8,"479_FED_20161228d_3T2_PL2017","DiffAll-SameAg",338,-0.973877
8,"479_FED_20161228d_3T2_PL2017","SameMan-SameAll",338,0.095778
8,"479_FED_20161228d_3T2_PL2017","SamePath-SameAll",338,0.259228
8,"479_FED_20161228d_3T2_PL2017","SameAg-SameAll",338,0.832845
8,"522_FED_20161228e_3T2_PL2017","SameAll",338,0.295482
8,"522_FED_20161228e_3T2_PL2017","SameMan",338,0.027779
8,"522_FED_20161228e_3T2_PL2017","SamePath",338,-0.08544
8,"522_FED_20161228e_3T2_PL2017","SameAg",338,0.133469
8,"522_FED_20161228e_3T2_PL2017","DiffAll",338,0.247104
8,"522_FED_20161228e_3T2_PL2017","Cont",338,0.452806
8,"522_FED_20161228e_3T2_PL2017","DiffAll-Cont",338,-0.205702
8,"522_FED_20161228e_3T2_PL2017","SameMan-Cont",338,-0.425027
8,"522_FED_20161228e_3T2_PL2017","SamePath-Cont",338,-0.538246
8,"522_FED_20161228e_3T2_PL2017","SameAg-Cont",338,-0.319337
8,"522_FED_20161228e_3T2_PL2017","SameAll-Cont",338,-0.157324
8,"522_FED_20161228e_3T2_PL2017","All-Cont",338,-0.329127
8,"522_FED_20161228e_3T2_PL2017","DiffAll-SameAll",338,-0.048379
8,"522_FED_20161228e_3T2_PL2017","DiffAll-SameMan",338,0.219325
8,"522_FED_20161228e_3T2_PL2017","DiffAll-SamePath",338,0.332544
8,"522_FED_20161228e_3T2_PL2017","DiffAll-SameAg",338,0.113635
8,"522_FED_20161228e_3T2_PL2017","SameMan-SameAll",338,-0.267703
8,"522_FED_20161228e_3T2_PL2017","SamePath-SameAll",338,-0.380923
8,"522_FED_20161228e_3T2_PL2017","SameAg-SameAll",338,-0.162014
8,"516_FED_20161217a_3T2_PL2017","SameAll",338,0.11718
8,"516_FED_20161217a_3T2_PL2017","SameMan",338,0.387904
8,"516_FED_20161217a_3T2_PL2017","SamePath",338,0.267897
8,"516_FED_20161217a_3T2_PL2017","SameAg",338,0.466253
8,"516_FED_20161217a_3T2_PL2017","DiffAll",338,0.453778
8,"516_FED_20161217a_3T2_PL2017","Cont",338,0.452519
8,"516_FED_20161217a_3T2_PL2017","DiffAll-Cont",338,0.001259
8,"516_FED_20161217a_3T2_PL2017","SameMan-Cont",338,-0.064614
8,"516_FED_20161217a_3T2_PL2017","SamePath-Cont",338,-0.184622
8,"516_FED_20161217a_3T2_PL2017","SameAg-Cont",338,0.013734
8,"516_FED_20161217a_3T2_PL2017","SameAll-Cont",338,-0.335338
8,"516_FED_20161217a_3T2_PL2017","All-Cont",338,-0.113916
8,"516_FED_20161217a_3T2_PL2017","DiffAll-SameAll",338,0.336598
8,"516_FED_20161217a_3T2_PL2017","DiffAll-SameMan",338,0.065874
8,"516_FED_20161217a_3T2_PL2017","DiffAll-SamePath",338,0.185881
8,"516_FED_20161217a_3T2_PL2017","DiffAll-SameAg",338,-0.012475
8,"516_FED_20161217a_3T2_PL2017","SameMan-SameAll",338,0.270724
8,"516_FED_20161217a_3T2_PL2017","SamePath-SameAll",338,0.150717
8,"516_FED_20161217a_3T2_PL2017","SameAg-SameAll",338,0.349073
8,"424_FED_20161228c_3T2_PL2017","SameAll",338,-0.21521
8,"424_FED_20161228c_3T2_PL2017","SameMan",338,-0.091227
8,"424_FED_20161228c_3T2_PL2017","SamePath",338,0.155452
8,"424_FED_20161228c_3T2_PL2017","SameAg",338,0.309003
8,"424_FED_20161228c_3T2_PL2017","DiffAll",338,-0.110176
8,"424_FED_20161228c_3T2_PL2017","Cont",338,-0.609303
8,"424_FED_20161228c_3T2_PL2017","DiffAll-Cont",338,0.499127
8,"424_FED_20161228c_3T2_PL2017","SameMan-Cont",338,0.518075
8,"424_FED_20161228c_3T2_PL2017","SamePath-Cont",338,0.764755
8,"424_FED_20161228c_3T2_PL2017","SameAg-Cont",338,0.918306
8,"424_FED_20161228c_3T2_PL2017","SameAll-Cont",338,0.394092
8,"424_FED_20161228c_3T2_PL2017","All-Cont",338,0.618871
8,"424_FED_20161228c_3T2_PL2017","DiffAll-SameAll",338,0.105035
8,"424_FED_20161228c_3T2_PL2017","DiffAll-SameMan",338,-0.018948
8,"424_FED_20161228c_3T2_PL2017","DiffAll-SamePath",338,-0.265628
8,"424_FED_20161228c_3T2_PL2017","DiffAll-SameAg",338,-0.419179
8,"424_FED_20161228c_3T2_PL2017","SameMan-SameAll",338,0.123983
8,"424_FED_20161228c_3T2_PL2017","SamePath-SameAll",338,0.370663
8,"424_FED_20161228c_3T2_PL2017","SameAg-SameAll",338,0.524214
8,"426_FED_20161215c_3T2_PL2017","SameAll",338,0.240609
8,"426_FED_20161215c_3T2_PL2017","SameMan",338,-0.93735
8,"426_FED_20161215c_3T2_PL2017","SamePath",338,-1.11381
8,"426_FED_20161215c_3T2_PL2017","SameAg",338,0.25636
8,"426_FED_20161215c_3T2_PL2017","DiffAll",338,-0.383754
8,"426_FED_20161215c_3T2_PL2017","Cont",338,-0.07617
8,"426_FED_20161215c_3T2_PL2017","DiffAll-Cont",338,-0.307584
8,"426_FED_20161215c_3T2_PL2017","SameMan-Cont",338,-0.86118
8,"426_FED_20161215c_3T2_PL2017","SamePath-Cont",338,-1.037641
8,"426_FED_20161215c_3T2_PL2017","SameAg-Cont",338,0.332529
8,"426_FED_20161215c_3T2_PL2017","SameAll-Cont",338,0.316778
8,"426_FED_20161215c_3T2_PL2017","All-Cont",338,-0.311419
8,"426_FED_20161215c_3T2_PL2017","DiffAll-SameAll",338,-0.624362
8,"426_FED_20161215c_3T2_PL2017","DiffAll-SameMan",338,0.553596
8,"426_FED_20161215c_3T2_PL2017","DiffAll-SamePath",338,0.730057
8,"426_FED_20161215c_3T2_PL2017","DiffAll-SameAg",338,-0.640113
8,"426_FED_20161215c_3T2_PL2017","SameMan-SameAll",338,-1.177958
8,"426_FED_20161215c_3T2_PL2017","SamePath-SameAll",338,-1.354419
8,"426_FED_20161215c_3T2_PL2017","SameAg-SameAll",338,0.015751
9,"334_FED_20161221a_3T2_PL2017","SameAll",185,0.221137
9,"334_FED_20161221a_3T2_PL2017","SameMan",185,-0.742428
9,"334_FED_20161221a_3T2_PL2017","SamePath",185,0.584144
9,"334_FED_20161221a_3T2_PL2017","SameAg",185,-0.02053
9,"334_FED_20161221a_3T2_PL2017","DiffAll",185,-0.029967
9,"334_FED_20161221a_3T2_PL2017","Cont",185,-0.114152
9,"334_FED_20161221a_3T2_PL2017","DiffAll-Cont",185,0.084185
9,"334_FED_20161221a_3T2_PL2017","SameMan-Cont",185,-0.628276
9,"334_FED_20161221a_3T2_PL2017","SamePath-Cont",185,0.698295
9,"334_FED_20161221a_3T2_PL2017","SameAg-Cont",185,0.093621
9,"334_FED_20161221a_3T2_PL2017","SameAll-Cont",185,0.335288
9,"334_FED_20161221a_3T2_PL2017","All-Cont",185,0.116623
9,"334_FED_20161221a_3T2_PL2017","DiffAll-SameAll",185,-0.251104
9,"334_FED_20161221a_3T2_PL2017","DiffAll-SameMan",185,0.712461
9,"334_FED_20161221a_3T2_PL2017","DiffAll-SamePath",185,-0.614111
9,"334_FED_20161221a_3T2_PL2017","DiffAll-SameAg",185,-0.009437
9,"334_FED_20161221a_3T2_PL2017","SameMan-SameAll",185,-0.963565
9,"334_FED_20161221a_3T2_PL2017","SamePath-SameAll",185,0.363007
9,"334_FED_20161221a_3T2_PL2017","SameAg-SameAll",185,-0.241667
9,"479_FED_20161228d_3T2_PL2017","SameAll",185,0.167827
9,"479_FED_20161228d_3T2_PL2017","SameMan",185,-0.26042
9,"479_FED_20161228d_3T2_PL2017","SamePath",185,-0.072388
9,"479_FED_20161228d_3T2_PL2017","SameAg",185,0.297314
9,"479_FED_20161228d_3T2_PL2017","DiffAll",185,-0.017589
9,"479_FED_20161228d_3T2_PL2017","Cont",185,0.370939
9,"479_FED_20161228d_3T2_PL2017","DiffAll-Cont",185,-0.388528
9,"479_FED_20161228d_3T2_PL2017","SameMan-Cont",185,-0.631359
9,"479_FED_20161228d_3T2_PL2017","SamePath-Cont",185,-0.443327
9,"479_FED_20161228d_3T2_PL2017","SameAg-Cont",185,-0.073625
9,"479_FED_20161228d_3T2_PL2017","SameAll-Cont",185,-0.203112
9,"479_FED_20161228d_3T2_PL2017","All-Cont",185,-0.34799
9,"479_FED_20161228d_3T2_PL2017","DiffAll-SameAll",185,-0.185417
9,"479_FED_20161228d_3T2_PL2017","DiffAll-SameMan",185,0.242831
9,"479_FED_20161228d_3T2_PL2017","DiffAll-SamePath",185,0.054799
9,"479_FED_20161228d_3T2_PL2017","DiffAll-SameAg",185,-0.314904
9,"479_FED_20161228d_3T2_PL2017","SameMan-SameAll",185,-0.428248
9,"479_FED_20161228d_3T2_PL2017","SamePath-SameAll",185,-0.240215
9,"479_FED_20161228d_3T2_PL2017","SameAg-SameAll",185,0.129487
9,"522_FED_20161228e_3T2_PL2017","SameAll",185,0.276277
9,"522_FED_20161228e_3T2_PL2017","SameMan",185,-0.137279
9,"522_FED_20161228e_3T2_PL2017","SamePath",185,-0.093166
9,"522_FED_20161228e_3T2_PL2017","SameAg",185,-0.115451
9,"522_FED_20161228e_3T2_PL2017","DiffAll",185,0.127709
9,"522_FED_20161228e_3T2_PL2017","Cont",185,0.251725
9,"522_FED_20161228e_3T2_PL2017","DiffAll-Cont",185,-0.124015
9,"522_FED_20161228e_3T2_PL2017","SameMan-Cont",185,-0.389003
9,"522_FED_20161228e_3T2_PL2017","SamePath-Cont",185,-0.344891
9,"522_FED_20161228e_3T2_PL2017","SameAg-Cont",185,-0.367176
9,"522_FED_20161228e_3T2_PL2017","SameAll-Cont",185,0.024552
9,"522_FED_20161228e_3T2_PL2017","All-Cont",185,-0.240107
9,"522_FED_20161228e_3T2_PL2017","DiffAll-SameAll",185,-0.148567
9,"522_FED_20161228e_3T2_PL2017","DiffAll-SameMan",185,0.264988
9,"522_FED_20161228e_3T2_PL2017","DiffAll-SamePath",185,0.220876
9,"522_FED_20161228e_3T2_PL2017","DiffAll-SameAg",185,0.24316
9,"522_FED_20161228e_3T2_PL2017","SameMan-SameAll",185,-0.413555
9,"522_FED_20161228e_3T2_PL2017","SamePath-SameAll",185,-0.369443
9,"522_FED_20161228e_3T2_PL2017","SameAg-SameAll",185,-0.391728
9,"516_FED_20161217a_3T2_PL2017","SameAll",185,0.028451
9,"516_FED_20161217a_3T2_PL2017","SameMan",185,0.385735
9,"516_FED_20161217a_3T2_PL2017","SamePath",185,0.221302
9,"516_FED_20161217a_3T2_PL2017","SameAg",185,0.278704
9,"516_FED_20161217a_3T2_PL2017","DiffAll",185,0.34538
9,"516_FED_20161217a_3T2_PL2017","Cont",185,0.449122
9,"516_FED_20161217a_3T2_PL2017","DiffAll-Cont",185,-0.103742
9,"516_FED_20161217a_3T2_PL2017","SameMan-Cont",185,-0.063387
9,"516_FED_20161217a_3T2_PL2017","SamePath-Cont",185,-0.22782
9,"516_FED_20161217a_3T2_PL2017","SameAg-Cont",185,-0.170418
9,"516_FED_20161217a_3T2_PL2017","SameAll-Cont",185,-0.420671
9,"516_FED_20161217a_3T2_PL2017","All-Cont",185,-0.197208
9,"516_FED_20161217a_3T2_PL2017","DiffAll-SameAll",185,0.31693
9,"516_FED_20161217a_3T2_PL2017","DiffAll-SameMan",185,-0.040354
9,"516_FED_20161217a_3T2_PL2017","DiffAll-SamePath",185,0.124078
9,"516_FED_20161217a_3T2_PL2017","DiffAll-SameAg",185,0.066676
9,"516_FED_20161217a_3T2_PL2017","SameMan-SameAll",185,0.357284
9,"516_FED_20161217a_3T2_PL2017","SamePath-SameAll",185,0.192851
9,"516_FED_20161217a_3T2_PL2017","SameAg-SameAll",185,0.250253
9,"424_FED_20161228c_3T2_PL2017","SameAll",185,-0.565515
9,"424_FED_20161228c_3T2_PL2017","SameMan",185,-0.225907
9,"424_FED_20161228c_3T2_PL2017","SamePath",185,-0.260595
9,"424_FED_20161228c_3T2_PL2017","SameAg",185,-0.125975
9,"424_FED_20161228c_3T2_PL2017","DiffAll",185,-0.461454
9,"424_FED_20161228c_3T2_PL2017","Cont",185,-0.329871
9,"424_FED_20161228c_3T2_PL2017","DiffAll-Cont",185,-0.131583
9,"424_FED_20161228c_3T2_PL2017","SameMan-Cont",185,0.103963
9,"424_FED_20161228c_3T2_PL2017","SamePath-Cont",185,0.069276
9,"424_FED_20161228c_3T2_PL2017","SameAg-Cont",185,0.203896
9,"424_FED_20161228c_3T2_PL2017","SameAll-Cont",185,-0.235645
9,"424_FED_20161228c_3T2_PL2017","All-Cont",185,0.001982
9,"424_FED_20161228c_3T2_PL2017","DiffAll-SameAll",185,0.104061
9,"424_FED_20161228c_3T2_PL2017","DiffAll-SameMan",185,-0.235546
9,"424_FED_20161228c_3T2_PL2017","DiffAll-SamePath",185,-0.200859
9,"424_FED_20161228c_3T2_PL2017","DiffAll-SameAg",185,-0.335479
9,"424_FED_20161228c_3T2_PL2017","SameMan-SameAll",185,0.339608
9,"424_FED_20161228c_3T2_PL2017","SamePath-SameAll",185,0.30492
9,"424_FED_20161228c_3T2_PL2017","SameAg-SameAll",185,0.439541
9,"426_FED_20161215c_3T2_PL2017","SameAll",185,-0.124339
9,"426_FED_20161215c_3T2_PL2017","SameMan",185,-0.454584
9,"426_FED_20161215c_3T2_PL2017","SamePath",185,-0.826163
9,"426_FED_20161215c_3T2_PL2017","SameAg",185,-0.550781
9,"426_FED_20161215c_3T2_PL2017","DiffAll",185,1.155985
9,"426_FED_20161215c_3T2_PL2017","Cont",185,-0.274947
9,"426_FED_20161215c_3T2_PL2017","DiffAll-Cont",185,1.430933
9,"426_FED_20161215c_3T2_PL2017","SameMan-Cont",185,-0.179636
9,"426_FED_20161215c_3T2_PL2017","SamePath-Cont",185,-0.551215
9,"426_FED_20161215c_3T2_PL2017","SameAg-Cont",185,-0.275833
9,"426_FED_20161215c_3T2_PL2017","SameAll-Cont",185,0.150608
9,"426_FED_20161215c_3T2_PL2017","All-Cont",185,0.114971
9,"426_FED_20161215c_3T2_PL2017","DiffAll-SameAll",185,1.280325
9,"426_FED_20161215c_3T2_PL2017","DiffAll-SameMan",185,1.610569
9,"426_FED_20161215c_3T2_PL2017","DiffAll-SamePath",185,1.982148
9,"426_FED_20161215c_3T2_PL2017","DiffAll-SameAg",185,1.706766
9,"426_FED_20161215c_3T2_PL2017","SameMan-SameAll",185,-0.330244
9,"426_FED_20161215c_3T2_PL2017","SamePath-SameAll",185,-0.701823
9,"426_FED_20161215c_3T2_PL2017","SameAg-SameAll",185,-0.426441
10,"334_FED_20161221a_3T2_PL2017","SameAll",177,-0.121436
10,"334_FED_20161221a_3T2_PL2017","SameMan",177,-0.766911
10,"334_FED_20161221a_3T2_PL2017","SamePath",177,0.088432
10,"334_FED_20161221a_3T2_PL2017","SameAg",177,-0.03194
10,"334_FED_20161221a_3T2_PL2017","DiffAll",177,0.041324
10,"334_FED_20161221a_3T2_PL2017","Cont",177,0.23086
10,"334_FED_20161221a_3T2_PL2017","DiffAll-Cont",177,-0.189536
10,"334_FED_20161221a_3T2_PL2017","SameMan-Cont",177,-0.997771
10,"334_FED_20161221a_3T2_PL2017","SamePath-Cont",177,-0.142428
10,"334_FED_20161221a_3T2_PL2017","SameAg-Cont",177,-0.2628
10,"334_FED_20161221a_3T2_PL2017","SameAll-Cont",177,-0.352295
10,"334_FED_20161221a_3T2_PL2017","All-Cont",177,-0.388966
10,"334_FED_20161221a_3T2_PL2017","DiffAll-SameAll",177,0.162759
10,"334_FED_20161221a_3T2_PL2017","DiffAll-SameMan",177,0.808235
10,"334_FED_20161221a_3T2_PL2017","DiffAll-SamePath",177,-0.047108
10,"334_FED_20161221a_3T2_PL2017","DiffAll-SameAg",177,0.073264
10,"334_FED_20161221a_3T2_PL2017","SameMan-SameAll",177,-0.645476
10,"334_FED_20161221a_3T2_PL2017","SamePath-SameAll",177,0.209867
10,"334_FED_20161221a_3T2_PL2017","SameAg-SameAll",177,0.089496
10,"479_FED_20161228d_3T2_PL2017","SameAll",177,-0.069348
10,"479_FED_20161228d_3T2_PL2017","SameMan",177,-0.279665
10,"479_FED_20161228d_3T2_PL2017","SamePath",177,-0.067218
10,"479_FED_20161228d_3T2_PL2017","SameAg",177,0.25454
10,"479_FED_20161228d_3T2_PL2017","DiffAll",177,-0.14862
10,"479_FED_20161228d_3T2_PL2017","Cont",177,0.186968
10,"479_FED_20161228d_3T2_PL2017","DiffAll-Cont",177,-0.335588
10,"479_FED_20161228d_3T2_PL2017","SameMan-Cont",177,-0.466633
10,"479_FED_20161228d_3T2_PL2017","SamePath-Cont",177,-0.254187
10,"479_FED_20161228d_3T2_PL2017","SameAg-Cont",177,0.067571
10,"479_FED_20161228d_3T2_PL2017","SameAll-Cont",177,-0.256317
10,"479_FED_20161228d_3T2_PL2017","All-Cont",177,-0.249031
10,"479_FED_20161228d_3T2_PL2017","DiffAll-SameAll",177,-0.079272
10,"479_FED_20161228d_3T2_PL2017","DiffAll-SameMan",177,0.131045
10,"479_FED_20161228d_3T2_PL2017","DiffAll-SamePath",177,-0.081402
10,"479_FED_20161228d_3T2_PL2017","DiffAll-SameAg",177,-0.40316
10,"479_FED_20161228d_3T2_PL2017","SameMan-SameAll",177,-0.210317
10,"479_FED_20161228d_3T2_PL2017","SamePath-SameAll",177,0.00213
10,"479_FED_20161228d_3T2_PL2017","SameAg-SameAll",177,0.323888
10,"522_FED_20161228e_3T2_PL2017","SameAll",177,0.479259
10,"522_FED_20161228e_3T2_PL2017","SameMan",177,0.1883
10,"522_FED_20161228e_3T2_PL2017","SamePath",177,-0.106062
10,"522_FED_20161228e_3T2_PL2017","SameAg",177,0.016185
10,"522_FED_20161228e_3T2_PL2017","DiffAll",177,0.586671
10,"522_FED_20161228e_3T2_PL2017","Cont",177,0.736875
10,"522_FED_20161228e_3T2_PL2017","DiffAll-Cont",177,-0.150204
10,"522_FED_20161228e_3T2_PL2017","SameMan-Cont",177,-0.548575
10,"522_FED_20161228e_3T2_PL2017","SamePath-Cont",177,-0.842936
10,"522_FED_20161228e_3T2_PL2017","SameAg-Cont",177,-0.72069
10,"522_FED_20161228e_3T2_PL2017","SameAll-Cont",177,-0.257616
10,"522_FED_20161228e_3T2_PL2017","All-Cont",177,-0.504004
10,"522_FED_20161228e_3T2_PL2017","DiffAll-SameAll",177,0.107412
10,"522_FED_20161228e_3T2_PL2017","DiffAll-SameMan",177,0.398371
10,"522_FED_20161228e_3T2_PL2017","DiffAll-SamePath",177,0.692733
10,"522_FED_20161228e_3T2_PL2017","DiffAll-SameAg",177,0.570486
10,"522_FED_20161228e_3T2_PL2017","SameMan-SameAll",177,-0.290959
10,"522_FED_20161228e_3T2_PL2017","SamePath-SameAll",177,-0.58532
10,"522_FED_20161228e_3T2_PL2017","SameAg-SameAll",177,-0.463074
10,"516_FED_20161217a_3T2_PL2017","SameAll",177,0.072514
10,"516_FED_20161217a_3T2_PL2017","SameMan",177,-0.115395
10,"516_FED_20161217a_3T2_PL2017","SamePath",177,0.331883
10,"516_FED_20161217a_3T2_PL2017","SameAg",177,0.574525
10,"516_FED_20161217a_3T2_PL2017","DiffAll",177,0.211719
10,"516_FED_20161217a_3T2_PL2017","Cont",177,0.152867
10,"516_FED_20161217a_3T2_PL2017","DiffAll-Cont",177,0.058851
10,"516_FED_20161217a_3T2_PL2017","SameMan-Cont",177,-0.268262
10,"516_FED_20161217a_3T2_PL2017","SamePath-Cont",177,0.179016
10,"516_FED_20161217a_3T2_PL2017","SameAg-Cont",177,0.421658
10,"516_FED_20161217a_3T2_PL2017","SameAll-Cont",177,-0.080353
10,"516_FED_20161217a_3T2_PL2017","All-Cont",177,0.062182
10,"516_FED_20161217a_3T2_PL2017","DiffAll-SameAll",177,0.139204
10,"516_FED_20161217a_3T2_PL2017","DiffAll-SameMan",177,0.327114
10,"516_FED_20161217a_3T2_PL2017","DiffAll-SamePath",177,-0.120164
10,"516_FED_20161217a_3T2_PL2017","DiffAll-SameAg",177,-0.362806
10,"516_FED_20161217a_3T2_PL2017","SameMan-SameAll",177,-0.187909
10,"516_FED_20161217a_3T2_PL2017","SamePath-SameAll",177,0.259369
10,"516_FED_20161217a_3T2_PL2017","SameAg-SameAll",177,0.502011
10,"424_FED_20161228c_3T2_PL2017","SameAll",177,-0.461328
10,"424_FED_20161228c_3T2_PL2017","SameMan",177,-0.24368
10,"424_FED_20161228c_3T2_PL2017","SamePath",177,-0.220211
10,"424_FED_20161228c_3T2_PL2017","SameAg",177,-0.06659
10,"424_FED_20161228c_3T2_PL2017","DiffAll",177,-0.369867
10,"424_FED_20161228c_3T2_PL2017","Cont",177,-0.591602
10,"424_FED_20161228c_3T2_PL2017","DiffAll-Cont",177,0.221735
10,"424_FED_20161228c_3T2_PL2017","SameMan-Cont",177,0.347922
